Vardas         Pavarde        Galutinis (Vid.)  Galutinis (Med.)  
Vardas2278     Pavarde2278    6.60              5.00              
Vardas20       Pavarde20      6.60              7.00              
Vardas5065     Pavarde5065    6.60              8.00              
Vardas2666     Pavarde2666    6.60              6.00              
Vardas7816     Pavarde7816    6.60              6.00              
Vardas7015     Pavarde7015    6.60              8.00              
Vardas5360     Pavarde5360    6.60              8.00              
Vardas7368     Pavarde7368    6.60              7.00              
Vardas7461     Pavarde7461    6.60              6.00              
Vardas6912     Pavarde6912    6.60              6.00              
Vardas9788     Pavarde9788    6.60              6.00              
Vardas2002     Pavarde2002    6.60              6.00              
Vardas4850     Pavarde4850    6.60              7.00              
Vardas2559     Pavarde2559    6.60              5.00              
Vardas8833     Pavarde8833    6.60              9.00              
Vardas3589     Pavarde3589    6.60              5.00              
Vardas5823     Pavarde5823    6.60              6.00              
Vardas8441     Pavarde8441    6.60              6.00              
Vardas9949     Pavarde9949    6.60              7.00              
Vardas2047     Pavarde2047    6.60              7.00              
Vardas590      Pavarde590     6.60              4.00              
Vardas775      Pavarde775     6.60              7.00              
Vardas3411     Pavarde3411    6.60              6.00              
Vardas4076     Pavarde4076    6.60              7.00              
Vardas8023     Pavarde8023    6.60              6.00              
Vardas2010     Pavarde2010    6.60              6.00              
Vardas4804     Pavarde4804    6.60              7.00              
Vardas6963     Pavarde6963    6.60              7.00              
Vardas9815     Pavarde9815    6.60              6.00              
Vardas5724     Pavarde5724    6.60              5.00              
Vardas95       Pavarde95      6.60              6.00              
Vardas8626     Pavarde8626    6.60              7.00              
Vardas142      Pavarde142     6.60              5.00              
Vardas7727     Pavarde7727    6.60              5.00              
Vardas4647     Pavarde4647    6.60              6.00              
Vardas6133     Pavarde6133    6.60              5.00              
Vardas1937     Pavarde1937    6.60              6.00              
Vardas7159     Pavarde7159    6.60              6.00              
Vardas8576     Pavarde8576    6.60              8.00              
Vardas6110     Pavarde6110    6.60              6.00              
Vardas5032     Pavarde5032    6.60              6.00              
Vardas641      Pavarde641     6.60              7.00              
Vardas3710     Pavarde3710    6.60              6.00              
Vardas8735     Pavarde8735    6.60              5.00              
Vardas8059     Pavarde8059    6.60              7.00              
Vardas8638     Pavarde8638    6.60              8.00              
Vardas8289     Pavarde8289    6.60              5.00              
Vardas3163     Pavarde3163    6.60              7.00              
Vardas9640     Pavarde9640    6.60              6.00              
Vardas2655     Pavarde2655    6.60              5.00              
Vardas7709     Pavarde7709    6.60              6.00              
Vardas645      Pavarde645     6.60              4.00              
Vardas144      Pavarde144     6.60              7.00              
Vardas1614     Pavarde1614    6.60              7.00              
Vardas21       Pavarde21      6.60              7.00              
Vardas1282     Pavarde1282    6.60              7.00              
Vardas7351     Pavarde7351    6.60              6.00              
Vardas5184     Pavarde5184    6.60              6.00              
Vardas3978     Pavarde3978    6.60              8.00              
Vardas2364     Pavarde2364    6.60              2.00              
Vardas9818     Pavarde9818    6.60              3.00              
Vardas4050     Pavarde4050    6.60              3.00              
Vardas3998     Pavarde3998    6.60              2.00              
Vardas8278     Pavarde8278    6.60              3.00              
Vardas1354     Pavarde1354    6.60              2.00              
Vardas8155     Pavarde8155    6.60              2.00              
Vardas567      Pavarde567     6.60              3.00              
Vardas9456     Pavarde9456    6.60              2.00              
Vardas7648     Pavarde7648    6.60              9.00              
Vardas6954     Pavarde6954    6.60              3.00              
Vardas9471     Pavarde9471    6.56              5.00              
Vardas8655     Pavarde8655    6.56              8.00              
Vardas6540     Pavarde6540    6.56              3.00              
Vardas3112     Pavarde3112    6.56              8.00              
Vardas5668     Pavarde5668    6.56              10.00             
Vardas7068     Pavarde7068    6.56              4.00              
Vardas6375     Pavarde6375    6.56              4.00              
Vardas431      Pavarde431     6.56              3.00              
Vardas8864     Pavarde8864    6.56              4.00              
Vardas5239     Pavarde5239    6.56              7.00              
Vardas7301     Pavarde7301    6.56              7.00              
Vardas6120     Pavarde6120    6.56              5.00              
Vardas9249     Pavarde9249    6.56              5.00              
Vardas4743     Pavarde4743    6.56              8.00              
Vardas5205     Pavarde5205    6.56              3.00              
Vardas70       Pavarde70      6.56              5.00              
Vardas8502     Pavarde8502    6.56              4.00              
Vardas6859     Pavarde6859    6.56              6.00              
Vardas6736     Pavarde6736    6.56              3.00              
Vardas2073     Pavarde2073    6.56              3.00              
Vardas8051     Pavarde8051    6.56              4.00              
Vardas3942     Pavarde3942    6.56              8.00              
Vardas6217     Pavarde6217    6.56              9.00              
Vardas4343     Pavarde4343    6.56              9.00              
Vardas6609     Pavarde6609    6.56              6.00              
Vardas6562     Pavarde6562    6.56              4.00              
Vardas8707     Pavarde8707    6.56              4.00              
Vardas5749     Pavarde5749    6.56              2.00              
Vardas5216     Pavarde5216    6.56              9.00              
Vardas9293     Pavarde9293    6.56              5.00              
Vardas1283     Pavarde1283    6.56              4.00              
Vardas7537     Pavarde7537    6.56              4.00              
Vardas3396     Pavarde3396    6.56              8.00              
Vardas5570     Pavarde5570    6.56              4.00              
Vardas5676     Pavarde5676    6.56              3.00              
Vardas8112     Pavarde8112    6.56              3.00              
Vardas2104     Pavarde2104    6.56              4.00              
Vardas6739     Pavarde6739    6.56              4.00              
Vardas5620     Pavarde5620    6.56              8.00              
Vardas3736     Pavarde3736    6.56              8.00              
Vardas7512     Pavarde7512    6.56              7.00              
Vardas7183     Pavarde7183    6.56              3.00              
Vardas7562     Pavarde7562    6.56              10.00             
Vardas5496     Pavarde5496    6.56              4.00              
Vardas4834     Pavarde4834    6.56              9.00              
Vardas5111     Pavarde5111    6.56              3.00              
Vardas9434     Pavarde9434    6.56              8.00              
Vardas5586     Pavarde5586    6.56              4.00              
Vardas1891     Pavarde1891    6.56              5.00              
Vardas6897     Pavarde6897    6.56              3.00              
Vardas6655     Pavarde6655    6.56              8.00              
Vardas5174     Pavarde5174    6.56              3.00              
Vardas1907     Pavarde1907    6.56              4.00              
Vardas6557     Pavarde6557    6.56              3.00              
Vardas5125     Pavarde5125    6.56              8.00              
Vardas1838     Pavarde1838    6.56              4.00              
Vardas841      Pavarde841     6.56              3.00              
Vardas2444     Pavarde2444    6.56              7.00              
Vardas3229     Pavarde3229    6.56              3.00              
Vardas9054     Pavarde9054    6.56              8.00              
Vardas1329     Pavarde1329    6.56              6.00              
Vardas3945     Pavarde3945    6.56              4.00              
Vardas8200     Pavarde8200    6.56              2.00              
Vardas6500     Pavarde6500    6.56              7.00              
Vardas5187     Pavarde5187    6.56              8.00              
Vardas2979     Pavarde2979    6.56              9.00              
Vardas8057     Pavarde8057    6.56              7.00              
Vardas1460     Pavarde1460    6.56              8.00              
Vardas5773     Pavarde5773    6.52              10.00             
Vardas6244     Pavarde6244    6.52              6.00              
Vardas9989     Pavarde9989    6.52              6.00              
Vardas8660     Pavarde8660    6.52              4.00              
Vardas4019     Pavarde4019    6.52              8.00              
Vardas1824     Pavarde1824    6.52              7.00              
Vardas6165     Pavarde6165    6.52              5.00              
Vardas8405     Pavarde8405    6.52              7.00              
Vardas5796     Pavarde5796    6.52              2.00              
Vardas7204     Pavarde7204    6.52              8.00              
Vardas1403     Pavarde1403    6.52              1.00              
Vardas7158     Pavarde7158    6.52              6.00              
Vardas6652     Pavarde6652    6.52              5.00              
Vardas951      Pavarde951     6.52              7.00              
Vardas4472     Pavarde4472    6.52              6.00              
Vardas9353     Pavarde9353    6.52              5.00              
Vardas9284     Pavarde9284    6.52              6.00              
Vardas9141     Pavarde9141    6.52              7.00              
Vardas5558     Pavarde5558    6.52              7.00              
Vardas1391     Pavarde1391    6.52              6.00              
Vardas2530     Pavarde2530    6.52              6.00              
Vardas6095     Pavarde6095    6.52              6.00              
Vardas9076     Pavarde9076    6.52              7.00              
Vardas2309     Pavarde2309    6.52              2.00              
Vardas1271     Pavarde1271    6.52              1.00              
Vardas596      Pavarde596     6.52              8.00              
Vardas4389     Pavarde4389    6.52              6.00              
Vardas9443     Pavarde9443    6.52              2.00              
Vardas3037     Pavarde3037    6.52              5.00              
Vardas1766     Pavarde1766    6.52              7.00              
Vardas7927     Pavarde7927    6.52              5.00              
Vardas2391     Pavarde2391    6.52              7.00              
Vardas7182     Pavarde7182    6.52              8.00              
Vardas8102     Pavarde8102    6.52              3.00              
Vardas22       Pavarde22      6.52              6.00              
Vardas8050     Pavarde8050    6.52              7.00              
Vardas2280     Pavarde2280    6.52              7.00              
Vardas972      Pavarde972     6.52              7.00              
Vardas8869     Pavarde8869    6.52              5.00              
Vardas1577     Pavarde1577    6.52              6.00              
Vardas3063     Pavarde3063    6.52              6.00              
Vardas3318     Pavarde3318    6.52              2.00              
Vardas4        Pavarde4       6.52              7.00              
Vardas7652     Pavarde7652    6.52              6.00              
Vardas4072     Pavarde4072    6.52              6.00              
Vardas5389     Pavarde5389    6.52              6.00              
Vardas1146     Pavarde1146    6.52              6.00              
Vardas4127     Pavarde4127    6.52              3.00              
Vardas2757     Pavarde2757    6.52              6.00              
Vardas4015     Pavarde4015    6.52              8.00              
Vardas5577     Pavarde5577    6.52              5.00              
Vardas5775     Pavarde5775    6.52              6.00              
Vardas8852     Pavarde8852    6.52              2.00              
Vardas2212     Pavarde2212    6.52              6.00              
Vardas5287     Pavarde5287    6.52              6.00              
Vardas6786     Pavarde6786    6.52              5.00              
Vardas3604     Pavarde3604    6.52              7.00              
Vardas2835     Pavarde2835    6.52              5.00              
Vardas4523     Pavarde4523    6.52              2.00              
Vardas6015     Pavarde6015    6.52              7.00              
Vardas647      Pavarde647     6.52              6.00              
Vardas9151     Pavarde9151    6.52              5.00              
Vardas1095     Pavarde1095    6.52              7.00              
Vardas5132     Pavarde5132    6.52              7.00              
Vardas8995     Pavarde8995    6.48              4.00              
Vardas897      Pavarde897     6.48              4.00              
Vardas4247     Pavarde4247    6.48              4.00              
Vardas9961     Pavarde9961    6.48              4.00              
Vardas3806     Pavarde3806    6.48              4.00              
Vardas1893     Pavarde1893    6.48              2.00              
Vardas8426     Pavarde8426    6.48              8.00              
Vardas5178     Pavarde5178    6.48              7.00              
Vardas8731     Pavarde8731    6.48              9.00              
Vardas1851     Pavarde1851    6.48              4.00              
Vardas7805     Pavarde7805    6.48              4.00              
Vardas2843     Pavarde2843    6.48              2.00              
Vardas4752     Pavarde4752    6.48              4.00              
Vardas6407     Pavarde6407    6.48              8.00              
Vardas1453     Pavarde1453    6.48              4.00              
Vardas6584     Pavarde6584    6.48              3.00              
Vardas7873     Pavarde7873    6.48              4.00              
Vardas8816     Pavarde8816    6.48              5.00              
Vardas5872     Pavarde5872    6.48              7.00              
Vardas195      Pavarde195     6.48              4.00              
Vardas74       Pavarde74      6.48              9.00              
Vardas8270     Pavarde8270    6.48              9.00              
Vardas5835     Pavarde5835    6.48              6.00              
Vardas1129     Pavarde1129    6.48              3.00              
Vardas1157     Pavarde1157    6.48              4.00              
Vardas9729     Pavarde9729    6.48              8.00              
Vardas4671     Pavarde4671    6.48              8.00              
Vardas8047     Pavarde8047    6.48              3.00              
Vardas8820     Pavarde8820    6.48              3.00              
Vardas5309     Pavarde5309    6.48              5.00              
Vardas5156     Pavarde5156    6.48              5.00              
Vardas5154     Pavarde5154    6.48              9.00              
Vardas8397     Pavarde8397    6.48              7.00              
Vardas8762     Pavarde8762    6.48              8.00              
Vardas6785     Pavarde6785    6.48              8.00              
Vardas1788     Pavarde1788    6.48              4.00              
Vardas2848     Pavarde2848    6.48              5.00              
Vardas7615     Pavarde7615    6.48              4.00              
Vardas9153     Pavarde9153    6.48              7.00              
Vardas3965     Pavarde3965    6.48              3.00              
Vardas5925     Pavarde5925    6.48              7.00              
Vardas8726     Pavarde8726    6.48              8.00              
Vardas6079     Pavarde6079    6.48              7.00              
Vardas9145     Pavarde9145    6.48              6.00              
Vardas2376     Pavarde2376    6.48              8.00              
Vardas2799     Pavarde2799    6.48              7.00              
Vardas7911     Pavarde7911    6.48              6.00              
Vardas7122     Pavarde7122    6.48              8.00              
Vardas9053     Pavarde9053    6.48              5.00              
Vardas638      Pavarde638     6.48              8.00              
Vardas9889     Pavarde9889    6.48              7.00              
Vardas252      Pavarde252     6.48              7.00              
Vardas7050     Pavarde7050    6.48              5.00              
Vardas1712     Pavarde1712    6.48              4.00              
Vardas5277     Pavarde5277    6.48              5.00              
Vardas8427     Pavarde8427    6.48              7.00              
Vardas9777     Pavarde9777    6.48              4.00              
Vardas9807     Pavarde9807    6.48              8.00              
Vardas6107     Pavarde6107    6.48              4.00              
Vardas9701     Pavarde9701    6.48              3.00              
Vardas2481     Pavarde2481    6.48              8.00              
Vardas6817     Pavarde6817    6.48              7.00              
Vardas4640     Pavarde4640    6.48              7.00              
Vardas6172     Pavarde6172    6.48              3.00              
Vardas6073     Pavarde6073    6.48              4.00              
Vardas1250     Pavarde1250    6.48              3.00              
Vardas3366     Pavarde3366    6.48              2.00              
Vardas3091     Pavarde3091    6.48              8.00              
Vardas3096     Pavarde3096    6.48              9.00              
Vardas7568     Pavarde7568    6.48              3.00              
Vardas8550     Pavarde8550    6.48              3.00              
Vardas9217     Pavarde9217    6.48              9.00              
Vardas2449     Pavarde2449    6.48              7.00              
Vardas6847     Pavarde6847    6.48              2.00              
Vardas8842     Pavarde8842    6.48              3.00              
Vardas1379     Pavarde1379    6.48              4.00              
Vardas3172     Pavarde3172    6.44              6.00              
Vardas5060     Pavarde5060    6.44              4.00              
Vardas1076     Pavarde1076    6.44              7.00              
Vardas6417     Pavarde6417    6.44              7.00              
Vardas7942     Pavarde7942    6.44              4.00              
Vardas6041     Pavarde6041    6.44              6.00              
Vardas303      Pavarde303     6.44              10.00             
Vardas1065     Pavarde1065    6.44              7.00              
Vardas1025     Pavarde1025    6.44              5.00              
Vardas9390     Pavarde9390    6.44              6.00              
Vardas4543     Pavarde4543    6.44              5.00              
Vardas7207     Pavarde7207    6.44              7.00              
Vardas3986     Pavarde3986    6.44              7.00              
Vardas6853     Pavarde6853    6.44              5.00              
Vardas6669     Pavarde6669    6.44              6.00              
Vardas4986     Pavarde4986    6.44              6.00              
Vardas8991     Pavarde8991    6.44              5.00              
Vardas4123     Pavarde4123    6.44              4.00              
Vardas3562     Pavarde3562    6.44              6.00              
Vardas6780     Pavarde6780    6.44              7.00              
Vardas9206     Pavarde9206    6.44              5.00              
Vardas1091     Pavarde1091    6.44              6.00              
Vardas2294     Pavarde2294    6.44              4.00              
Vardas9604     Pavarde9604    6.44              6.00              
Vardas2457     Pavarde2457    6.44              6.00              
Vardas2325     Pavarde2325    6.44              5.00              
Vardas6312     Pavarde6312    6.44              5.00              
Vardas1637     Pavarde1637    6.44              5.00              
Vardas7696     Pavarde7696    6.44              7.00              
Vardas6548     Pavarde6548    6.44              5.00              
Vardas2427     Pavarde2427    6.44              7.00              
Vardas6012     Pavarde6012    6.44              5.00              
Vardas9318     Pavarde9318    6.44              5.00              
Vardas1598     Pavarde1598    6.44              5.00              
Vardas8343     Pavarde8343    6.44              4.00              
Vardas5790     Pavarde5790    6.44              5.00              
Vardas3332     Pavarde3332    6.44              5.00              
Vardas4210     Pavarde4210    6.44              5.00              
Vardas3926     Pavarde3926    6.44              4.00              
Vardas1805     Pavarde1805    6.44              6.00              
Vardas1739     Pavarde1739    6.44              5.00              
Vardas9766     Pavarde9766    6.44              6.00              
Vardas9518     Pavarde9518    6.44              5.00              
Vardas656      Pavarde656     6.44              7.00              
Vardas2036     Pavarde2036    6.44              4.00              
Vardas4971     Pavarde4971    6.44              6.00              
Vardas8500     Pavarde8500    6.44              7.00              
Vardas3933     Pavarde3933    6.44              8.00              
Vardas4482     Pavarde4482    6.44              6.00              
Vardas234      Pavarde234     6.44              6.00              
Vardas8773     Pavarde8773    6.44              4.00              
Vardas6560     Pavarde6560    6.44              6.00              
Vardas9394     Pavarde9394    6.44              5.00              
Vardas4812     Pavarde4812    6.44              1.00              
Vardas5566     Pavarde5566    6.44              6.00              
Vardas3259     Pavarde3259    6.44              7.00              
Vardas9921     Pavarde9921    6.44              6.00              
Vardas4909     Pavarde4909    6.40              4.00              
Vardas1789     Pavarde1789    6.40              5.00              
Vardas7432     Pavarde7432    6.40              3.00              
Vardas7037     Pavarde7037    6.40              7.00              
Vardas9603     Pavarde9603    6.40              4.00              
Vardas4521     Pavarde4521    6.40              6.00              
Vardas8421     Pavarde8421    6.40              4.00              
Vardas887      Pavarde887     6.40              4.00              
Vardas670      Pavarde670     6.40              4.00              
Vardas6723     Pavarde6723    6.40              7.00              
Vardas332      Pavarde332     6.40              9.00              
Vardas2958     Pavarde2958    6.40              3.00              
Vardas4496     Pavarde4496    6.40              5.00              
Vardas699      Pavarde699     6.40              10.00             
Vardas3889     Pavarde3889    6.40              3.00              
Vardas4673     Pavarde4673    6.40              8.00              
Vardas1327     Pavarde1327    6.40              3.00              
Vardas7046     Pavarde7046    6.40              5.00              
Vardas3170     Pavarde3170    6.40              4.00              
Vardas3643     Pavarde3643    6.40              8.00              
Vardas6105     Pavarde6105    6.40              5.00              
Vardas5467     Pavarde5467    6.40              3.00              
Vardas4888     Pavarde4888    6.40              7.00              
Vardas2488     Pavarde2488    6.40              8.00              
Vardas9247     Pavarde9247    6.40              9.00              
Vardas433      Pavarde433     6.40              8.00              
Vardas4607     Pavarde4607    6.40              2.00              
Vardas7067     Pavarde7067    6.40              8.00              
Vardas8196     Pavarde8196    6.40              4.00              
Vardas9684     Pavarde9684    6.40              4.00              
Vardas3789     Pavarde3789    6.40              4.00              
Vardas5820     Pavarde5820    6.40              3.00              
Vardas9968     Pavarde9968    6.40              7.00              
Vardas9455     Pavarde9455    6.40              9.00              
Vardas5626     Pavarde5626    6.40              5.00              
Vardas526      Pavarde526     6.40              9.00              
Vardas9431     Pavarde9431    6.40              4.00              
Vardas1567     Pavarde1567    6.40              7.00              
Vardas6980     Pavarde6980    6.40              7.00              
Vardas8150     Pavarde8150    6.40              8.00              
Vardas9982     Pavarde9982    6.40              8.00              
Vardas2747     Pavarde2747    6.40              7.00              
Vardas858      Pavarde858     6.40              8.00              
Vardas4196     Pavarde4196    6.40              8.00              
Vardas9974     Pavarde9974    6.40              3.00              
Vardas1749     Pavarde1749    6.40              7.00              
Vardas967      Pavarde967     6.40              1.00              
Vardas1187     Pavarde1187    6.40              8.00              
Vardas8379     Pavarde8379    6.40              6.00              
Vardas6768     Pavarde6768    6.40              5.00              
Vardas6729     Pavarde6729    6.40              4.00              
Vardas413      Pavarde413     6.40              2.00              
Vardas304      Pavarde304     6.40              3.00              
Vardas7008     Pavarde7008    6.40              3.00              
Vardas3458     Pavarde3458    6.40              9.00              
Vardas7935     Pavarde7935    6.40              4.00              
Vardas1162     Pavarde1162    6.40              8.00              
Vardas936      Pavarde936     6.40              8.00              
Vardas2241     Pavarde2241    6.40              3.00              
Vardas734      Pavarde734     6.40              3.00              
Vardas6715     Pavarde6715    6.36              5.00              
Vardas1274     Pavarde1274    6.36              5.00              
Vardas1532     Pavarde1532    6.36              6.00              
Vardas1688     Pavarde1688    6.36              6.00              
Vardas8017     Pavarde8017    6.36              4.00              
Vardas9425     Pavarde9425    6.36              5.00              
Vardas8077     Pavarde8077    6.36              5.00              
Vardas4535     Pavarde4535    6.36              5.00              
Vardas7919     Pavarde7919    6.36              5.00              
Vardas3050     Pavarde3050    6.36              6.00              
Vardas2796     Pavarde2796    6.36              5.00              
Vardas272      Pavarde272     6.36              6.00              
Vardas4680     Pavarde4680    6.36              5.00              
Vardas8561     Pavarde8561    6.36              5.00              
Vardas6982     Pavarde6982    6.36              6.00              
Vardas4744     Pavarde4744    6.36              6.00              
Vardas2193     Pavarde2193    6.36              10.00             
Vardas4149     Pavarde4149    6.36              6.00              
Vardas6201     Pavarde6201    6.36              4.00              
Vardas9014     Pavarde9014    6.36              6.00              
Vardas2558     Pavarde2558    6.36              5.00              
Vardas1424     Pavarde1424    6.36              6.00              
Vardas9309     Pavarde9309    6.36              7.00              
Vardas3406     Pavarde3406    6.36              6.00              
Vardas2293     Pavarde2293    6.36              5.00              
Vardas5989     Pavarde5989    6.36              9.00              
Vardas5996     Pavarde5996    6.36              5.00              
Vardas8286     Pavarde8286    6.36              6.00              
Vardas9502     Pavarde9502    6.36              6.00              
Vardas3155     Pavarde3155    6.36              4.00              
Vardas7025     Pavarde7025    6.36              4.00              
Vardas1331     Pavarde1331    6.36              4.00              
Vardas7016     Pavarde7016    6.36              4.00              
Vardas4393     Pavarde4393    6.36              6.00              
Vardas2289     Pavarde2289    6.36              6.00              
Vardas4068     Pavarde4068    6.36              6.00              
Vardas7009     Pavarde7009    6.36              9.00              
Vardas8246     Pavarde8246    6.36              6.00              
Vardas3073     Pavarde3073    6.36              5.00              
Vardas3267     Pavarde3267    6.36              4.00              
Vardas6758     Pavarde6758    6.36              6.00              
Vardas1482     Pavarde1482    6.36              6.00              
Vardas2016     Pavarde2016    6.36              4.00              
Vardas9032     Pavarde9032    6.36              6.00              
Vardas6938     Pavarde6938    6.36              4.00              
Vardas8518     Pavarde8518    6.36              5.00              
Vardas9686     Pavarde9686    6.36              5.00              
Vardas4566     Pavarde4566    6.36              9.00              
Vardas2642     Pavarde2642    6.36              6.00              
Vardas6351     Pavarde6351    6.36              5.00              
Vardas7783     Pavarde7783    6.36              5.00              
Vardas6332     Pavarde6332    6.36              8.00              
Vardas551      Pavarde551     6.36              5.00              
Vardas3512     Pavarde3512    6.36              5.00              
Vardas1839     Pavarde1839    6.36              6.00              
Vardas8269     Pavarde8269    6.36              6.00              
Vardas9692     Pavarde9692    6.36              6.00              
Vardas2954     Pavarde2954    6.36              4.00              
Vardas9092     Pavarde9092    6.36              5.00              
Vardas915      Pavarde915     6.36              9.00              
Vardas5056     Pavarde5056    6.36              5.00              
Vardas5069     Pavarde5069    6.36              5.00              
Vardas1248     Pavarde1248    6.36              6.00              
Vardas7322     Pavarde7322    6.36              9.00              
Vardas2599     Pavarde2599    6.36              6.00              
Vardas3432     Pavarde3432    6.36              5.00              
Vardas812      Pavarde812     6.36              6.00              
Vardas407      Pavarde407     6.36              4.00              
Vardas6290     Pavarde6290    6.36              6.00              
Vardas97       Pavarde97      6.36              5.00              
Vardas4131     Pavarde4131    6.36              5.00              
Vardas3466     Pavarde3466    6.36              7.00              
Vardas5654     Pavarde5654    6.36              7.00              
Vardas2980     Pavarde2980    6.36              8.00              
Vardas8680     Pavarde8680    6.36              2.00              
Vardas6789     Pavarde6789    6.36              3.00              
Vardas2147     Pavarde2147    6.36              2.00              
Vardas1152     Pavarde1152    6.36              2.00              
Vardas2398     Pavarde2398    6.36              3.00              
Vardas4103     Pavarde4103    6.32              7.00              
Vardas8203     Pavarde8203    6.32              3.00              
Vardas7387     Pavarde7387    6.32              4.00              
Vardas5934     Pavarde5934    6.32              4.00              
Vardas714      Pavarde714     6.32              7.00              
Vardas1349     Pavarde1349    6.32              3.00              
Vardas4306     Pavarde4306    6.32              8.00              
Vardas7021     Pavarde7021    6.32              4.00              
Vardas1137     Pavarde1137    6.32              9.00              
Vardas7248     Pavarde7248    6.32              7.00              
Vardas9575     Pavarde9575    6.32              7.00              
Vardas5557     Pavarde5557    6.32              8.00              
Vardas4293     Pavarde4293    6.32              4.00              
Vardas1133     Pavarde1133    6.32              7.00              
Vardas8633     Pavarde8633    6.32              7.00              
Vardas7059     Pavarde7059    6.32              3.00              
Vardas3053     Pavarde3053    6.32              6.00              
Vardas2511     Pavarde2511    6.32              7.00              
Vardas970      Pavarde970     6.32              7.00              
Vardas7218     Pavarde7218    6.32              3.00              
Vardas4463     Pavarde4463    6.32              8.00              
Vardas412      Pavarde412     6.32              8.00              
Vardas1099     Pavarde1099    6.32              9.00              
Vardas4688     Pavarde4688    6.32              7.00              
Vardas7114     Pavarde7114    6.32              8.00              
Vardas8020     Pavarde8020    6.32              6.00              
Vardas9834     Pavarde9834    6.32              6.00              
Vardas9646     Pavarde9646    6.32              7.00              
Vardas5704     Pavarde5704    6.32              8.00              
Vardas7186     Pavarde7186    6.32              4.00              
Vardas8056     Pavarde8056    6.32              9.00              
Vardas4759     Pavarde4759    6.32              3.00              
Vardas9030     Pavarde9030    6.32              5.00              
Vardas3381     Pavarde3381    6.32              6.00              
Vardas3743     Pavarde3743    6.32              2.00              
Vardas4786     Pavarde4786    6.32              7.00              
Vardas4787     Pavarde4787    6.32              4.00              
Vardas1834     Pavarde1834    6.32              10.00             
Vardas6350     Pavarde6350    6.32              4.00              
Vardas6339     Pavarde6339    6.32              3.00              
Vardas6329     Pavarde6329    6.32              8.00              
Vardas4081     Pavarde4081    6.32              6.00              
Vardas9507     Pavarde9507    6.32              3.00              
Vardas3792     Pavarde3792    6.32              4.00              
Vardas7662     Pavarde7662    6.32              7.00              
Vardas89       Pavarde89      6.32              4.00              
Vardas9540     Pavarde9540    6.32              3.00              
Vardas785      Pavarde785     6.32              4.00              
Vardas784      Pavarde784     6.32              7.00              
Vardas9759     Pavarde9759    6.32              7.00              
Vardas7695     Pavarde7695    6.32              7.00              
Vardas3727     Pavarde3727    6.32              6.00              
Vardas8557     Pavarde8557    6.32              4.00              
Vardas1530     Pavarde1530    6.32              5.00              
Vardas3293     Pavarde3293    6.32              7.00              
Vardas4599     Pavarde4599    6.32              7.00              
Vardas4714     Pavarde4714    6.32              7.00              
Vardas3402     Pavarde3402    6.28              5.00              
Vardas9619     Pavarde9619    6.28              5.00              
Vardas6793     Pavarde6793    6.28              6.00              
Vardas6741     Pavarde6741    6.28              7.00              
Vardas1524     Pavarde1524    6.28              5.00              
Vardas3858     Pavarde3858    6.28              5.00              
Vardas1215     Pavarde1215    6.28              5.00              
Vardas3750     Pavarde3750    6.28              4.00              
Vardas5175     Pavarde5175    6.28              3.00              
Vardas7474     Pavarde7474    6.28              4.00              
Vardas4994     Pavarde4994    6.28              5.00              
Vardas4495     Pavarde4495    6.28              5.00              
Vardas9569     Pavarde9569    6.28              5.00              
Vardas6675     Pavarde6675    6.28              7.00              
Vardas1361     Pavarde1361    6.28              6.00              
Vardas8251     Pavarde8251    6.28              6.00              
Vardas5531     Pavarde5531    6.28              6.00              
Vardas2222     Pavarde2222    6.28              7.00              
Vardas1094     Pavarde1094    6.28              5.00              
Vardas3253     Pavarde3253    6.28              7.00              
Vardas8891     Pavarde8891    6.28              4.00              
Vardas7278     Pavarde7278    6.28              4.00              
Vardas8893     Pavarde8893    6.28              5.00              
Vardas4309     Pavarde4309    6.28              4.00              
Vardas8341     Pavarde8341    6.28              5.00              
Vardas8788     Pavarde8788    6.28              6.00              
Vardas694      Pavarde694     6.28              5.00              
Vardas6379     Pavarde6379    6.28              4.00              
Vardas8431     Pavarde8431    6.28              4.00              
Vardas9902     Pavarde9902    6.28              4.00              
Vardas3579     Pavarde3579    6.28              6.00              
Vardas5597     Pavarde5597    6.28              5.00              
Vardas3058     Pavarde3058    6.28              3.00              
Vardas9480     Pavarde9480    6.28              5.00              
Vardas744      Pavarde744     6.28              4.00              
Vardas751      Pavarde751     6.28              4.00              
Vardas212      Pavarde212     6.28              5.00              
Vardas9741     Pavarde9741    6.28              5.00              
Vardas768      Pavarde768     6.28              5.00              
Vardas5370     Pavarde5370    6.28              5.00              
Vardas7868     Pavarde7868    6.28              5.00              
Vardas5428     Pavarde5428    6.28              6.00              
Vardas6204     Pavarde6204    6.28              4.00              
Vardas4136     Pavarde4136    6.28              5.00              
Vardas2050     Pavarde2050    6.28              6.00              
Vardas1991     Pavarde1991    6.28              6.00              
Vardas2049     Pavarde2049    6.28              6.00              
Vardas2037     Pavarde2037    6.28              5.00              
Vardas3407     Pavarde3407    6.28              7.00              
Vardas9105     Pavarde9105    6.28              4.00              
Vardas2901     Pavarde2901    6.28              6.00              
Vardas4695     Pavarde4695    6.28              5.00              
Vardas3626     Pavarde3626    6.28              4.00              
Vardas8314     Pavarde8314    6.28              5.00              
Vardas9108     Pavarde9108    6.28              4.00              
